CSN U12 Masculin;2025-2026;;;;;;;
id;weekday;date;time;home team;away team;arena;score;attendance
44;Friday;2026-07-03;00:00:00;CS MP Sport Timisoara;ABC Slam Bucuresti Rosu;;0-0;
45;Friday;2026-07-03;00:00:00;ASBC Alpha Bucuresti Negru;ACS Cuza Pirates Braila;;0-0;
46;Friday;2026-07-03;00:00:00;ACS Toyin Constanta;CS Fly OC Constanta;;0-0;
48;Friday;2026-07-03;00:00:00;CSS Medias;CSS Sighetu Marmatiei;;0-0;
31;Friday;2026-07-03;00:00:00;CSM Ramnicu Sarat;CSS Nr 6 Bucuresti 1;;0-0;
32;Friday;2026-07-03;00:00:00;ACS U-BT Cluj-Napoca Gri;ACS Dan Dacian Bucuresti Galben;;0-0;
33;Friday;2026-07-03;00:00:00;CN Teodor Nes Salonta;ACS Academia de Baschet Phoenix Galati;;0-0;
34;Friday;2026-07-03;00:00:00;CS Otopeni;ABC Hoops Brasov Negru;;0-0;
35;Friday;2026-07-03;00:00:00;ACS Genial Baschet 22 Bucuresti;CSS Unirea Iasi;;0-0;
36;Friday;2026-07-03;00:00:00;ACS Dan Dacian Bucuresti Galben;CN Teodor Nes Salonta;;0-0;
37;Friday;2026-07-03;00:00:00;ABC Hoops Brasov Negru;CSM Ramnicu Sarat;;0-0;
38;Friday;2026-07-03;00:00:00;ACS Academia de Baschet Phoenix Galati;CS Otopeni;;0-0;
39;Friday;2026-07-03;00:00:00;CSS Unirea Iasi;CSS Nr 6 Bucuresti 1;;0-0;
40;Friday;2026-07-03;00:00:00;ACS Genial Baschet 22 Bucuresti;ACS U-BT Cluj-Napoca Gri;;0-0;
;;;;;;;;
41;Saturday;2026-07-04;00:00:00;ACS U-BT Cluj-Napoca Alb;ACS Champions Bucuresti;;0-0;
42;Saturday;2026-07-04;00:00:00;ACS Primo Mega Ball Pitesti 1;ACS Dan Dacian Bucuresti Negru;;0-0;
43;Saturday;2026-07-04;00:00:00;ACS Energy Basketball Academy Targu Jiu Alb;CSS Giurgiu;;0-0;
44;Saturday;2026-07-04;00:00:00;ASBC Alpha Bucuresti Alb;ABC Slam Bucuresti Alb;;0-0;
45;Saturday;2026-07-04;00:00:00;CS Sport Star Timisoara;CSU Andu Sibiu Alb;;0-0;
41;Saturday;2026-07-04;00:00:00;ASBC Valbon Arad;ACS Cormoran Constanta Alb;;0-0;
42;Saturday;2026-07-04;00:00:00;ACS U-BT Cluj-Napoca Negru;ACS Dan Dacian Bucuresti Portocaliu;;0-0;
44;Saturday;2026-07-04;00:00:00;CS Valcea 1924 Ramnicu Valcea Rosu;ACS Ingerasii din Banie Craiova;;0-0;
45;Saturday;2026-07-04;00:00:00;CSS Targoviste;ABC Rising Stars Popesti-Leordeni Albastru;;0-0;
49;Saturday;2026-07-04;00:00:00;ABC Rising Stars Popesti Leordeni Negru;ABC Laguna Bucuresti Alb;;0-0;
50;Saturday;2026-07-04;00:00:00;ACS Baschet Team Giurgiu;CSM Ploiesti;;0-0;
51;Saturday;2026-07-04;00:00:00;ACS Cormoran Constanta Smarald;CS MP Sport Timisoara;;0-0;
52;Saturday;2026-07-04;00:00:00;ACS Educatie si Performanta prin Baschet Bucuresti;ACS Vikings Basketball Academy Iasi;;0-0;
53;Saturday;2026-07-04;00:00:00;ACS Madmax Iasi;ACS Total Sport Bucuresti;;0-0;
41;Saturday;2026-07-04;00:00:00;ACS Vilis Bucuresti;ACS BC Lions Craiova;;0-0;
42;Saturday;2026-07-04;00:00:00;ACS Supreme Constanta;ACS Deceneu Tulcea 2;;0-0;
44;Saturday;2026-07-04;00:00:00;CS Campina;ABC Leii Bucuresti;;0-0;
45;Saturday;2026-07-04;00:00:00;CS Vest Activ Timisoara Albastru;A Solaris Sporting Club Ploiesti 1;;0-0;
49;Saturday;2026-07-04;00:00:00;ABC Laguna Bucuresti Negru;CSS Sibiu;;0-0;
50;Saturday;2026-07-04;00:00:00;ACS Baller Bucuresti 2;CSS Gheorgheni;;0-0;
51;Saturday;2026-07-04;00:00:00;ACS Deceneu Tulcea 1;CS Tonika Pucioasa;;0-0;
52;Saturday;2026-07-04;00:00:00;ACS Ingerasii din Banie Craiova;CS BBB Raptors Berceni Negru;;0-0;
53;Saturday;2026-07-04;00:00:00;ACS Star 2010 Tragu Jiu;ACS Victoria Arad;;0-0;
41;Saturday;2026-07-04;00:00:00;ACS Wolf Pack Bucuresti;ACS Bedene Baschet Valenii de Munte;;0-0;
42;Saturday;2026-07-04;00:00:00;ACS Synergy Baschet Iasi;ACS Energy Basketball Academy Targu Jiu Albastru;;0-0;
44;Saturday;2026-07-04;00:00:00;CS Concordia Chiajna;ABC Play Bucuresti 1;;0-0;
45;Saturday;2026-07-04;00:00:00;CS Vest Activ Timisoara Galben;A Solaris Sporting Club Ploiesti 2;;0-0;
41;Saturday;2026-07-04;00:00:00;ASBC Fan Baschet Otopeni Galben;ACS Champions Bucuresti;;0-0;
42;Saturday;2026-07-04;00:00:00;ACS Templiers Academy Galati 1;ACS Fireballs Sibiu Albastru;;0-0;
44;Saturday;2026-07-04;00:00:00;CS Magic Champions Bucuresti Alb;ABC Play Bucuresti 2;;0-0;
45;Saturday;2026-07-04;00:00:00;CSM Alexandria;ABC Best Arad;;0-0;
49;Saturday;2026-07-04;00:00:00;ABC Laguna Bucuresti Gri;CSS Sfantu Gheorghe;;0-0;
50;Saturday;2026-07-04;00:00:00;ACS Baller Bucuresti 1;CSS Focsani;;0-0;
51;Saturday;2026-07-04;00:00:00;ACS Dan Dacian Bucuresti Verde;CS Steaua Magic 2008 Bucuresti;;0-0;
52;Saturday;2026-07-04;00:00:00;ACS CS Heart Drobeta Turneu Severin 2;CS BBB Raptors Berceni Galben;;0-0;
53;Saturday;2026-07-04;00:00:00;ACS Sedu Corunca;ACS U-BT Cluj-Napoca Rosu;;0-0;
41;Saturday;2026-07-04;00:00:00;ASBC Fan Baschet Otopeni Mov;ACS Cristina Ciocan Resita;;0-0;
42;Saturday;2026-07-04;00:00:00;ACS Templiers Academy Galati 2;ACS Fireballs Sibiu Galben;;0-0;
44;Saturday;2026-07-04;00:00:00;CS Magic Champions Bucuresti Albastru;ABC Shooting Stars Buftea;;0-0;
45;Saturday;2026-07-04;00:00:00;CSM Constanta;ABC Blue Sharks Constanta;;0-0;
49;Saturday;2026-07-04;00:00:00;ABC Laguna Bucuresti Albastru;CSS Ramnicu Valcea;;0-0;
50;Saturday;2026-07-04;00:00:00;ACS AS 30 Bucuresti;CSO Voluntari;;0-0;
51;Saturday;2026-07-04;00:00:00;ACS Dan Dacian Bucuresti Rosu;CS Sport Star Timisoara;;0-0;
52;Saturday;2026-07-04;00:00:00;ACS CS Heart Drobeta Turneu Severin 1;CS Axiopolis Cernavoda;;0-0;
53;Saturday;2026-07-04;00:00:00;ACS SB Horatiu Giurgiu Bucuresti 2;ACS U-BT Cluj-Napoca Portocaliu;;0-0;
49;Saturday;2026-07-04;00:00:00;ABC Hoops Brasov Rosu;CSS Nr 6 Bucuresti 2;;0-0;
50;Saturday;2026-07-04;00:00:00;ACS Academia de Baschet Ursii Borsec;CSM Vaslui;;0-0;
51;Saturday;2026-07-04;00:00:00;ACS Dan Dacian Bucuresti Mov;CS Perform Medias;;0-0;
52;Saturday;2026-07-04;00:00:00;ACS Gladius Lucky Dragons Targu Mures;CS Amicii Pitesti;;0-0;
53;Saturday;2026-07-04;00:00:00;ACS Pro Basketball Group Bucuresti;ACS U-BT Cluj-Napoca Mov;;0-0;
41;Saturday;2026-07-04;00:00:00;AS Pandurii Targoviste;ACS Cruisers Constanta;;0-0;
42;Saturday;2026-07-04;00:00:00;ACS Templiers Academy Galati 3;ACS First Class Voluntari;;0-0;
44;Saturday;2026-07-04;00:00:00;CS Miandra 2008 Buzau;ABC Slam Bucuresti Mov;;0-0;
45;Saturday;2026-07-04;00:00:00;CSM Corona Brasov;ABC Evolution Bucuresti Otopeni;;0-0;
49;Saturday;2026-07-04;00:00:00;ABC Hoopers Ploiesti Mov;CSS Nr 1 Constanta;;0-0;
50;Saturday;2026-07-04;00:00:00;ACS Academia de Baschet Arad;CSM Ploiesti;;0-0;
51;Saturday;2026-07-04;00:00:00;ACS Dan Dacian Bucuresti Albastru;CS Muresul Targu Mures;;0-0;
52;Saturday;2026-07-04;00:00:00;ACS For You Buzau;ASBC Valbon Arad;;0-0;
53;Saturday;2026-07-04;00:00:00;ACS Primo Megaball Pitesti Alb;ACS U-BT Cluj-Napoca Argintiu;;0-0;
49;Saturday;2026-07-04;00:00:00;ABC Hoopers Ploiesti Auriu;CSS Medias;;0-0;
50;Saturday;2026-07-04;00:00:00;ABC Slam Bucuresti Rosu;CSM Pitesti;;0-0;
51;Saturday;2026-07-04;00:00:00;ACS Cuza Pirates Braila;CS MP Sport Timisoara;;0-0;
52;Saturday;2026-07-04;00:00:00;CS Fly OC Constanta;ASBC Alpha Bucuresti Negru;;0-0;
53;Saturday;2026-07-04;00:00:00;ACS Phoenix Suceava;ACS Toyin Constanta;;0-0;
41;Saturday;2026-07-04;00:00:00;CS Otopeni;ACS Dan Dacian Bucuresti Galben;;0-0;
42;Saturday;2026-07-04;00:00:00;CN Teodor Nes Salonta;ACS Genial Baschet 22 Bucuresti;;0-0;
43;Saturday;2026-07-04;00:00:00;ACS U-BT Cluj-Napoca Gri;CSS Unirea Iasi;;0-0;
44;Saturday;2026-07-04;00:00:00;CSM Ramnicu Sarat;ACS Academia de Baschet Phoenix Galati;;0-0;
45;Saturday;2026-07-04;00:00:00;CSS Nr 6 Bucuresti 1;ABC Hoops Brasov Negru;;0-0;
